ID_Cliente,Nome,Idade,Gênero,Estado_Civil,Escolaridade,Renda_Familiar,Despesas_Mensais,Filhos,Situação_Trabalho,Status,Score,Compras_Ultimos_Meses,Tempo_Nome_Serasa,Maior_Diferenca_Social_Financeira,Tipo_Negocio,Valor_Emprestimo,Lucro,Taxa_Crescimento,Nome_Empresa
23a92100-98f1-44c2-af3b-aaa949d2acee,Sr. Luiz Otávio Mendes,21,Feminino,Viúvo,Superior Completo,18296,626.92,5,Empregado,Adimplente,833,1084.8,34,3024.37,Comércio,44920,6738.0,8.752.188.877.343.700,Prime Empreendimentos
a5ceccac-eb01-40b5-95f6-a8e553b27df4,Sra. Kamilly Melo,43,Masculino,Divorciado,Superior Completo,18489,1177.57,0,Empregado,Adimplente,480,15555.42,34,7691.63,Indústria,36279,5.441.849.999.999.990,1.565.915.281.631.300,Fronteira Serviços
e2d61b56-68ba-4d6e-a00c-201b3e556e41,João Cunha,33,Masculino,Viúvo,Pós-Graduação,6123,14933.71,5,Desempregado,Adimplente,610,4178.7,43,14083.91,Saúde,13938,2090.7,16.249.434.379.344.800,Unidade Parceiros
856518e9-5b65-4779-a1a3-04526709e9b8,Isis Martins,59,Feminino,Solteiro,Fundamental Completo,19607,2479.89,4,Desempregado,Adimplente,740,7064.95,13,12316.62,Comércio,30630,4594.5,2.051.584.028.705.480,Global Tecnologias
d6f04e99-e3b3-4ad7-a034-661886325346,João Vitor Porto,23,Masculino,Viúvo,Fundamental Completo,15573,3359.91,5,Desempregado,Adimplente,331,8264.57,60,10754.93,Agricultura,43959,6.593.849.999.999.990,2.245.016.248.617.240,Global Consultoria
0ed2bb77-ea9b-480d-8022-b03a0c469571,Vitor Gabriel Moreira,27,Feminino,Viúvo,Fundamental Incompleto,14064,3649.44,2,Empregado,Adimplente,716,6793.78,54,1359.05,Serviços,25704,3855.6,7.978.786.194.726.500,Elite Holdings
6f5290e0-f814-4883-88f4-8a4225bf7064,Alexandre Santos,49,Feminino,Solteiro,Médio Completo,18669,12647.75,0,Desempregado,Adimplente,365,9871.3,18,5784.23,Educação,36297,5444.55,3.499.494.446.430.990,Visão Consultoria
51d18a45-0c82-41e3-ae8f-88463f81e746,Dra. Carolina Barbosa,60,Masculino,Viúvo,Fundamental Completo,12819,1093.13,3,Autônomo,Adimplente,669,19908.25,54,11272.29,Saúde,47551,7132.65,8.647.345.125.867.320,Prime Soluções
219790c9-f56d-4761-9f64-b9246af27bad,Mariane Cardoso,59,Feminino,Divorciado,Pós-Graduação,9881,12049.8,5,Empregado,Adimplente,643,10975.91,35,849.45,Autônomo,49489,7.423.349.999.999.990,-0.7884091666737536,Prime Tecnologias
91489d64-2c4f-4d15-84ac-27cb850ad821,Maria Luiza Oliveira,58,Masculino,Casado,Fundamental Incompleto,19712,5616.63,4,Desempregado,Adimplente,534,19172.68,37,9671.44,Indústria,15940,2391.0,-4.986.131.291.197.590,Núcleo Tecnologias
335d9e81-b45a-4e09-8afe-bde525d4d1a9,Ana Lívia Almeida,38,Masculino,Casado,Fundamental Incompleto,10103,1562.02,0,Empregado,Adimplente,624,18257.36,8,2662.41,Logística,30681,4602.15,9.882.348.529.765.820,Global Empreendimentos
09ca37c8-d442-4529-bb90-9c10b8fbd181,Luiz Henrique Correia,32,Feminino,Solteiro,Superior Completo,11620,10187.45,0,Autônomo,Adimplente,503,8962.1,51,6830.03,Autônomo,23949,3592.35,-3.269.167.176.922.250,Visão Consultoria
2b1634e0-7342-43fb-afdf-7252bd9d4e74,Alana Fernandes,35,Feminino,Casado,Fundamental Completo,19528,1853.83,4,Desempregado,Adimplente,449,18640.58,43,13433.07,Comércio,9334,1400.1,14.328.843.293.309.500,Prime Serviços
552edcb1-0c5f-44ea-b4f0-04d97d2e1ddf,Srta. Fernanda da Mata,52,Masculino,Solteiro,Fundamental Completo,19584,12085.72,5,Autônomo,Adimplente,805,10402.53,32,10170.67,Tecnologia,7003,1050.45,-18.218.461.830.636.000,Confiança Empreendimentos
1ace9b41-5a14-4d13-af5e-4f1febef1b44,Raul da Rocha,64,Masculino,Viúvo,Médio Completo,9555,9199.73,0,Autônomo,Adimplente,492,3786.55,16,637.55,Serviços,24397,3659.55,13.772.122.151.313.200,Confiança Indústrias
d19b7a1a-e86d-4557-ab6b-ecd24c39581f,Natália Oliveira,26,Feminino,Divorciado,Fundamental Completo,7426,10412.57,1,Empregado,Adimplente,333,3882.7,48,12877.63,Indústria,18760,2814.0,33.200.239.036.514.900,Global Parceiros
ea8bd40b-86f6-4b2d-9e1f-e203a5cdd870,Bryan da Luz,60,Masculino,Casado,Superior Completo,17905,5202.28,2,Desempregado,Adimplente,674,11570.24,16,5765.73,Tecnologia,14590,2188.5,12.351.131.480.722.300,Fronteira Holdings
956cb73d-77a1-40c5-bda9-1654bce1d942,Juan Rezende,57,Masculino,Solteiro,Fundamental Completo,4424,12453.91,2,Autônomo,Adimplente,417,18937.37,46,4554.91,Serviços,21819,3272.85,13.118.376.016.921.500,Tech Parceiros
774a2053-e78c-41f4-9895-810efd73f143,Dr. Caio Pinto,41,Masculino,Divorciado,Pós-Graduação,4772,10296.63,1,Autônomo,Adimplente,850,9015.51,3,6543.55,Serviços,27027,4054.05,12.682.625.403.460.900,Unidade Parceiros
84de6b4b-2e3e-4130-bf19-718a36142d67,Emanuelly Dias,60,Masculino,Divorciado,Fundamental Completo,16364,5936.35,3,Autônomo,Adimplente,554,12895.02,31,9398.56,Autônomo,15964,2394.6,2.449.447.925.215.240,Elite Tecnologias
215719d4-0ea5-45ec-9109-5fd78c13cd40,Sabrina Gomes,58,Masculino,Divorciado,Superior Completo,9785,5628.32,3,Empregado,Adimplente,577,16581.64,38,5794.87,Tecnologia,14865,2229.75,24.287.291.956.165.600,Elite Tecnologias
9bea2e05-071b-42fc-b503-0f90ab6bc9a0,Sabrina das Neves,49,Masculino,Solteiro,Fundamental Completo,16121,2837.64,2,Desempregado,Adimplente,558,17420.78,22,10363.36,Autônomo,37131,5569.65,6.549.838.601.904.920,Fronteira Indústrias
25b525a9-5682-4981-a92b-1caecbf3c9ea,Dra. Ana Luiza Araújo,25,Masculino,Solteiro,Fundamental Completo,2509,13411.42,4,Empregado,Adimplente,763,5451.38,3,10350.8,Indústria,10434,1565.1,2.488.863.894.391.620,Núcleo Soluções
ef253087-6a10-4c55-8972-b572b4a143d7,Lucas Gabriel da Costa,60,Masculino,Casado,Fundamental Completo,6027,1486.3,1,Empregado,Adimplente,480,658.28,22,13426.49,Serviços,49978,7496.7,12.485.777.620.085.400,Unidade Indústrias
7b6d8bcc-e945-41a8-9947-fe88ce879895,Igor Nogueira,54,Feminino,Viúvo,Fundamental Incompleto,10418,3552.13,2,Autônomo,Adimplente,497,16575.19,55,5036.43,Saúde,32204,4.830.599.999.999.990,13.468.117.639.069.400,Núcleo Tecnologias
bdfcdec4-c88a-4e1a-af03-40d563fc79cf,Helena da Costa,25,Feminino,Divorciado,Médio Incompleto,3919,4085.52,1,Desempregado,Adimplente,718,17114.62,6,9311.26,Saúde,27353,4102.95,2.037.529.855.640.440,Unidade Tecnologias
19b804f6-861e-4c5a-b14d-e86e175103f4,Maria Vitória Pinto,64,Masculino,Casado,Médio Incompleto,6387,12299.87,5,Autônomo,Adimplente,578,3512.85,32,9146.71,Educação,22874,3431.1,6.315.745.204.378.170,Unidade Empreendimentos
f4ad07b9-8ca3-47c8-9630-8abc8c075227,Alexia Novaes,44,Feminino,Viúvo,Fundamental Incompleto,2966,5405.7,4,Empregado,Adimplente,808,15953.42,23,14915.15,Educação,13893,2083.95,5.804.852.259.683.300,Fronteira Serviços
9d513857-26a6-4d20-a3a1-dfb15efc58ef,Lavínia Dias,38,Masculino,Viúvo,Fundamental Completo,14507,3424.3,0,Desempregado,Adimplente,482,11887.49,52,4162.78,Educação,33774,5.066.099.999.999.990,15.333.857.377.367.200,Elite Consultoria
cc32d4c9-4006-4e38-9dc2-c651726bd7e4,Natália Caldeira,25,Feminino,Casado,Médio Incompleto,11071,13742.57,1,Desempregado,Adimplente,699,12486.28,48,3776.39,Indústria,33595,5039.25,4.336.723.332.242.980,Global Parceiros
5fb52722-10ff-4934-8116-0155103e5706,Mariane Gomes,41,Masculino,Solteiro,Médio Incompleto,13204,7197.43,2,Desempregado,Adimplente,608,15850.16,6,7295.13,Comércio,39730,5959.5,2.288.656.322.541.040,Visão Empreendimentos
b3984f77-5709-4feb-ba12-0a59bb242c04,Pietra da Paz,43,Feminino,Viúvo,Fundamental Completo,9769,8804.32,5,Autônomo,Adimplente,533,11239.28,56,6584.23,Serviços,31323,4698.45,18.821.853.788.615.200,Tech Empreendimentos
22ed96b5-a4d1-4834-85f9-484537560bb5,Sra. Natália Vieira,64,Feminino,Casado,Médio Completo,19518,3076.86,4,Empregado,Adimplente,791,1388.17,9,9167.59,Tecnologia,39865,5979.75,10.380.896.696.566.800,Núcleo Tecnologias
af996a23-3049-4b25-a034-c64d488f7544,Heitor das Neves,58,Feminino,Divorciado,Pós-Graduação,16062,14808.06,0,Empregado,Adimplente,585,15426.76,30,501.66,Educação,44094,6.614.099.999.999.990,2.579.766.159.181.450,Visão Parceiros
36ce4e3b-aea6-49ee-9219-aecdde789dfc,Enzo Gabriel Freitas,56,Masculino,Casado,Fundamental Incompleto,5101,7096.88,1,Desempregado,Adimplente,751,7137.12,30,3805.25,Educação,41940,6291.0,2.164.082.743.644.610,Pioneira Indústrias
3f754f55-be36-4121-b7ad-5f8b34b18572,João Gabriel das Neves,53,Feminino,Divorciado,Pós-Graduação,15407,3668.61,5,Desempregado,Adimplente,472,7712.34,1,9156.37,Serviços,11000,1650.0,32.559.461.436.811.000,Tech Holdings
f006f99b-ec56-45c9-b590-51f875ab6ab2,Sr. Emanuel Rezende,62,Feminino,Divorciado,Médio Incompleto,15096,3903.79,0,Empregado,Adimplente,612,6801.49,26,7601.7,Indústria,41473,6220.95,11.363.692.058.940.500,Global Soluções
91dcb216-3d11-4179-b743-67caea0c1d6c,Marcelo da Rosa,51,Feminino,Divorciado,Médio Completo,6175,2243.89,1,Empregado,Adimplente,393,15502.86,21,5568.87,Serviços,45362,6804.3,5.313.354.001.376.110,Pioneira Parceiros
000a621e-5b5f-4cd3-8fca-46e30b533beb,Stephany Aragão,21,Feminino,Casado,Pós-Graduação,6194,7755.28,1,Desempregado,Adimplente,373,12744.31,12,9969.62,Autônomo,29755,4463.25,9.536.386.798.049.650,Elite Empreendimentos
fbf55965-8878-4892-8d0b-4af7f11643b9,Ana Carolina Martins,36,Feminino,Solteiro,Fundamental Completo,18714,6079.66,0,Empregado,Adimplente,712,12477.54,33,13858.41,Serviços,25211,3781.65,-1.797.107.459.275.510,Unidade Soluções
bc23b9dc-1245-44ac-8127-593fa128d738,Augusto Pereira,35,Feminino,Solteiro,Médio Completo,18098,4001.44,0,Desempregado,Adimplente,807,1876.45,26,10112.01,Comércio,18521,2778.15,20.264.714.734.118.200,Visão Tecnologias
22e4efbc-4e21-4a6e-b29a-a8a2b6edf5c9,Davi Luiz Lopes,51,Feminino,Solteiro,Fundamental Completo,3017,1387.82,4,Autônomo,Adimplente,649,6376.71,33,9991.16,Autônomo,25264,3789.6,5.441.693.255.484.020,Núcleo Holdings
a7c2ff98-8ec3-45af-806c-b1a67dbd9f47,Daniela Cardoso,54,Feminino,Divorciado,Pós-Graduação,2869,4089.9,2,Autônomo,Adimplente,605,16623.37,51,3618.63,Saúde,49014,7.352.099.999.999.990,-4.487.392.542.867.140,Confiança Consultoria
60f067b9-4aa0-4498-9ede-ae540a202769,Calebe da Rosa,31,Feminino,Solteiro,Fundamental Incompleto,12420,7945.2,1,Autônomo,Adimplente,647,17785.3,43,7442.58,Tecnologia,10849,1627.35,8.785.078.434.238.240,Bastech
200b88d7-2585-4559-bd57-e97c0691aadd,Calebe Nascimento,49,Masculino,Casado,Fundamental Completo,9820,753.59,1,Desempregado,Adimplente,850,1773.39,2,7033.44,Autônomo,6779,1016.85,16.415.353.433.445.100,Pioneira Holdings
aa67760b-9ff6-46d5-a125-f12d3bce676f,Clara Pinto,30,Feminino,Divorciado,Médio Completo,17817,7365.53,2,Autônomo,Adimplente,477,5141.46,16,958.78,Agricultura,38910,5836.5,-12.209.582.331.570.400,Tech Empreendimentos
d08188a9-94c5-46c5-beb4-b6f1bc849043,Luiz Otávio da Rosa,64,Masculino,Solteiro,Pós-Graduação,11601,2842.51,2,Autônomo,Adimplente,614,11000.25,10,4970.05,Indústria,34678,5201.7,11.320.073.491.066.800,Visão Holdings
3521ac71-bf69-4da5-a5d7-8dd48dbfe9fd,Dr. Bernardo Cardoso,64,Feminino,Casado,Fundamental Incompleto,16768,3522.37,2,Empregado,Adimplente,456,13853.43,6,2356.11,Logística,30800,4620.0,2.097.882.066.524.910,Global Consultoria
a39fee71-5bcc-4fa7-a0ec-2633c7d8fc31,André da Rosa,19,Feminino,Casado,Superior Completo,19521,4388.9,3,Empregado,Adimplente,645,6919.78,9,8274.09,Serviços,16902,2535.3,11.518.970.749.807.400,Tech Soluções
5b309e82-38d1-47ab-a334-7a0c813899ee,Felipe Lopes,45,Masculino,Viúvo,Pós-Graduação,16984,8378.42,4,Empregado,Adimplente,506,4640.92,23,11714.91,Saúde,38750,5812.5,24.775.537.794.247.200,Visão Consultoria
7946f78f-e95e-44e9-9f2c-f8a4ca7ee53e,Caio Pires,22,Feminino,Casado,Médio Completo,8337,949.23,5,Desempregado,Adimplente,418,11190.91,13,11483.17,Tecnologia,10913,1636.95,3.909.090.879.401.950,Núcleo Empreendimentos
7e5ec078-d531-4b2c-ac7d-d820d7fe199a,Diogo Duarte,62,Masculino,Solteiro,Pós-Graduação,12257,5806.28,2,Desempregado,Adimplente,562,13393.85,9,11591.9,Autônomo,5580,837.0,2.050.691.759.550.070,Global Serviços
e5d34955-6f5e-4276-a899-2dec83df5c9c,Vitor Hugo Dias,23,Masculino,Divorciado,Médio Completo,3577,7455.7,0,Desempregado,Adimplente,733,10595.96,5,11620.53,Comércio,35044,5.256.599.999.999.990,7.099.358.741.352.980,Fronteira Consultoria
6f4ec750-3d89-4440-b516-77b99d568d7e,Ian Souza,36,Masculino,Viúvo,Fundamental Completo,14316,11176.82,4,Autônomo,Adimplente,671,11884.79,40,1682.67,Comércio,26853,4027.95,10.468.812.365.891.700,Confiança Soluções
a250d44a-9c19-4329-a4c5-64e02a9fa568,Emanuelly Lopes,46,Masculino,Casado,Fundamental Completo,6035,10153.89,0,Empregado,Adimplente,490,10419.63,25,11538.13,Educação,40140,6021.0,4.437.976.929.746.420,Global Empreendimentos
53d8e694-992d-4bfa-acd2-527b898c823a,Davi Luiz Mendes,29,Feminino,Casado,Fundamental Incompleto,4002,2491.6,2,Autônomo,Adimplente,845,14380.54,6,4356.17,Indústria,35129,5.269.349.999.999.990,1.922.828.604.624.760,Pioneira Soluções
86ae5f85-8214-408e-8316-366121700ba8,Sr. Calebe Almeida,49,Feminino,Divorciado,Médio Completo,9174,13476.48,1,Desempregado,Adimplente,645,12426.26,33,4570.23,Serviços,47043,7056.45,2.074.328.930.203.690,Tech Empreendimentos
98b8851b-2d0f-4099-809d-451a6178b0df,Beatriz Almeida,60,Feminino,Divorciado,Médio Completo,19992,8852.72,3,Autônomo,Adimplente,637,17430.9,11,3882.8,Educação,13253,1987.95,18.884.282.785.618.600,Unidade Indústrias
93becd7e-1edb-4d07-b42e-dbbd1aa09bec,Dr. João Gabriel Peixoto,50,Masculino,Divorciado,Médio Incompleto,11451,5000.28,2,Empregado,Adimplente,368,15886.5,59,2730.75,Educação,10493,1573.95,472.606.096.692.598,Pioneira Holdings
229c2603-8314-4a8f-880c-76484628c610,Letícia Rezende,51,Feminino,Casado,Fundamental Incompleto,2263,14855.77,4,Autônomo,Adimplente,537,9879.18,6,13714.78,Tecnologia,15944,2391.6,6.802.846.066.576.640,Pioneira Holdings
a1b43ab0-95b3-4e83-a42c-b82f9a654668,Kamilly Vieira,20,Masculino,Viúvo,Médio Incompleto,6585,11211.94,1,Empregado,Adimplente,346,7530.9,41,13911.11,Educação,17183,2577.45,24.186.673.335.116.900,Confiança Tecnologias
2a484ecf-b867-437b-8295-cf2674182994,Amanda Novaes,22,Feminino,Solteiro,Fundamental Completo,12016,12177.74,1,Empregado,Adimplente,830,7438.02,44,4252.04,Indústria,16785,2517.75,1.263.676.409.334.450,Prime Tecnologias
9941e433-1ae9-4642-8a08-5ecb3383872d,Erick Nunes,63,Masculino,Solteiro,Superior Completo,15817,5549.53,2,Autônomo,Adimplente,543,14577.26,26,2910.55,Educação,48711,7306.65,5.126.563.322.190.730,Bastech
7c5c6b78-d929-409a-a64e-3f198a773bf5,Diego Cardoso,44,Feminino,Divorciado,Médio Completo,13277,1729.73,3,Desempregado,Adimplente,570,7269.18,27,3211.73,Saúde,41567,6235.05,2.496.428.597.623.010,Prime Parceiros
a9b07034-4557-4d8e-9585-4e153868b10b,Dra. Kamilly da Conceição,24,Feminino,Casado,Médio Completo,10603,12782.34,0,Autônomo,Adimplente,506,14762.17,60,3787.6,Indústria,8463,1269.45,20.704.862.337.272.900,Núcleo Soluções
4550119c-6a7c-4556-a075-9f1f77a23af1,João Peixoto,64,Masculino,Viúvo,Pós-Graduação,3956,4788.26,2,Desempregado,Adimplente,711,16961.61,24,7117.89,Comércio,26575,3986.25,167.588.116.570.571,Visão Consultoria
6c595899-6f54-40bb-8998-80b724c3f77b,Ryan Dias,44,Masculino,Solteiro,Médio Completo,11944,14543.65,0,Empregado,Adimplente,694,15631.67,3,7728.69,Tecnologia,44089,6.613.349.999.999.990,13.527.137.208.944.700,Global Holdings
0a981992-aedd-449a-b5c7-8945032fb57d,Sr. Danilo Castro,44,Masculino,Divorciado,Fundamental Completo,4378,4647.33,4,Empregado,Adimplente,531,18699.09,13,992.03,Autônomo,48093,7213.95,3.118.934.055.134.360,Núcleo Tecnologias
6a0b46ca-ff05-421b-bcf2-270c3a96ce6f,Esther Duarte,63,Feminino,Divorciado,Médio Completo,4236,5263.4,2,Desempregado,Adimplente,416,11312.53,59,10750.96,Serviços,37253,5587.95,9.396.019.111.900.430,Tech Tecnologias
722ea7e7-8c95-4669-b57e-986f8693f403,Sra. Maria Nunes,28,Masculino,Casado,Fundamental Incompleto,11381,10709.68,1,Empregado,Adimplente,324,7904.65,41,4597.82,Autônomo,19564,2934.6,2.230.161.034.493.750,Prime Serviços
c1429fc7-dac9-4f00-8701-bae2cd7ab1f1,João Felipe Nogueira,60,Masculino,Viúvo,Fundamental Incompleto,17301,12884.1,1,Autônomo,Adimplente,385,10324.01,32,654.72,Serviços,11794,1769.1,-377.130.744.912.225,Pioneira Parceiros
51bd3304-5064-43ab-9b51-9559b71e4879,Luana Lima,41,Feminino,Casado,Médio Incompleto,19702,3997.84,5,Autônomo,Adimplente,587,17865.05,10,1767.57,Serviços,17228,2584.2,1.989.819.229.444.850,Pioneira Indústrias
b3857b01-575c-4089-9189-f835fd209d1c,Antônio Teixeira,44,Masculino,Viúvo,Fundamental Incompleto,5081,9448.18,3,Autônomo,Adimplente,450,18748.61,50,8672.08,Autônomo,28661,4299.15,-3.279.956.112.328.110,Confiança Serviços
976c3942-855a-4993-a6e1-dd8e21eb529b,Rafaela Alves,41,Feminino,Solteiro,Médio Incompleto,10732,13587.84,5,Autônomo,Adimplente,794,6122.75,28,585.86,Comércio,26978,4046.7,-0.258389719655999,Visão Tecnologias
40e1c3a7-3a58-434e-abb5-690e568ccef6,Rebeca da Paz,27,Feminino,Viúvo,Médio Completo,3038,946.74,2,Empregado,Adimplente,372,19947.47,27,3575.64,Comércio,40281,6042.15,13.170.835.778.530.800,Visão Soluções
fd8b2254-fd72-4a7a-b1bf-080033a26ef8,Melissa Fogaça,60,Feminino,Viúvo,Fundamental Incompleto,4606,7469.5,0,Empregado,Adimplente,396,8795.41,12,14514.35,Autônomo,6474,971.1,14.734.717.015.025.900,Elite Empreendimentos
f583753b-9496-484d-85f5-f8f77f81928b,Julia Moura,48,Feminino,Solteiro,Médio Completo,7110,5499.39,3,Desempregado,Adimplente,678,293.04,26,7776.72,Indústria,28091,4213.65,8.186.289.051.563.810,Unidade Tecnologias
d06f328c-3d2c-4eab-95e3-eedf401d6605,Heloísa da Rosa,51,Masculino,Viúvo,Médio Incompleto,15282,11627.08,0,Desempregado,Adimplente,334,6362.12,13,12599.17,Indústria,28030,4204.5,13.287.933.903.966.600,Bastech
7582dbd3-a434-4a0c-a053-a8a683092e66,Dr. Ryan Martins,45,Feminino,Divorciado,Superior Completo,19315,13347.28,0,Desempregado,Adimplente,836,799.13,56,10370.16,Comércio,11424,1713.6,15.780.257.662.813.600,Núcleo Tecnologias
c249ec05-c44b-44f6-9878-b82fd1135869,Daniela Rocha,61,Feminino,Divorciado,Superior Completo,14825,1341.49,0,Empregado,Adimplente,631,17262.94,32,6139.21,Saúde,48325,7248.75,15.616.860.896.356.000,Tech Parceiros
c5f24f9a-ea23-4f7b-acdf-f8d3fbe08e28,Ana Vitória Teixeira,32,Feminino,Viúvo,Médio Incompleto,8877,13868.8,3,Empregado,Adimplente,365,4611.63,35,11350.89,Indústria,19334,2900.1,6.490.363.145.610.440,Núcleo Empreendimentos
f911aad3-520a-4029-9958-3468366451e9,Mirella Gomes,18,Masculino,Divorciado,Fundamental Completo,3725,10269.57,4,Desempregado,Adimplente,529,6042.69,32,6137.94,Autônomo,10723,1608.45,8.786.894.978.560.260,Prime Parceiros
82d0b9cd-c579-4c74-8530-1105d5bffea3,Srta. Larissa da Mata,24,Masculino,Viúvo,Fundamental Incompleto,11705,13656.82,2,Autônomo,Adimplente,651,8284.69,60,11896.9,Tecnologia,43720,6558.0,12.507.217.159.113.500,Prime Consultoria
e8bd6ea1-37c9-47ad-8645-28c8d9e2320e,Marcos Vinicius Mendes,65,Feminino,Casado,Fundamental Completo,15220,3667.01,4,Desempregado,Adimplente,447,8101.81,31,8753.6,Saúde,23446,3516.9,-410.993.470.996.028,Global Consultoria
0029b012-5875-41e0-898a-bb2234e35eef,Sofia Lima,65,Masculino,Viúvo,Fundamental Completo,13334,10044.76,2,Empregado,Adimplente,449,6877.32,53,767.56,Agricultura,36366,5454.9,20.013.508.505.109.100,Núcleo Parceiros
ef604a5d-331c-4749-afd4-7979a7cce520,Luana Cunha,58,Feminino,Casado,Superior Completo,19819,5891.39,2,Desempregado,Adimplente,597,12337.97,21,7814.17,Indústria,18953,2842.95,8.816.103.210.326.080,Unidade Soluções
1158d8ee-0048-47ca-9119-410dfad124a6,Cecília Azevedo,37,Masculino,Solteiro,Médio Completo,18938,6563.0,4,Autônomo,Adimplente,509,16317.75,34,12347.48,Autônomo,12799,1919.85,12.586.869.010.455.100,Pioneira Empreendimentos
2dd49ccf-afb1-42c6-8ae0-ace5b1916c43,Dr. Luiz Felipe Rodrigues,39,Masculino,Casado,Médio Incompleto,8286,1552.56,5,Empregado,Adimplente,563,10082.77,48,5441.14,Tecnologia,33437,5015.55,-2.915.191.590.267.200,Elite Parceiros
5015eca5-dc1f-40b3-8d4f-7d6a99e2534c,Pedro Lucas Jesus,56,Feminino,Viúvo,Pós-Graduação,16676,4900.79,4,Empregado,Adimplente,365,13471.92,49,9186.37,Indústria,43739,6.560.849.999.999.990,14.579.315.205.926.100,Unidade Consultoria
7634c990-35c4-4e7a-9620-698db5dbd958,Luiz Otávio Pereira,39,Masculino,Casado,Superior Completo,7658,6850.22,4,Desempregado,Adimplente,426,11045.88,21,3295.98,Educação,46523,6978.45,1.719.462.899.473.530,Fronteira Serviços
6778d6c7-fcc9-4f00-9741-1a3330bca1e5,Sra. Milena da Mata,43,Feminino,Divorciado,Superior Completo,5170,13850.18,4,Empregado,Adimplente,758,9960.19,36,10318.62,Serviços,47538,7130.7,19.020.519.706.276.300,Pioneira Holdings
8aa8d284-08c1-4aba-98ea-b4d9a9b0d2a9,Dr. Levi Freitas,57,Masculino,Viúvo,Médio Incompleto,4307,4902.43,5,Desempregado,Adimplente,655,18080.43,10,513.45,Autônomo,33062,4959.3,32.792.650.065.527.100,Unidade Serviços
